customer_id,customer_type_business,annual_income,account_age_days,risk_rating_high,total_transactions,total_volume,avg_transaction_amount,max_transaction_amount,std_transaction_amount,transaction_date_range_days,num_deposits,num_withdrawals,deposit_withdrawal_ratio,total_deposits,total_withdrawals,num_cash_txns,num_wire_txns,pct_cash,pct_wire,total_cash_amount,num_intl_txns,num_high_risk_country_txns,pct_intl,total_intl_amount,num_just_under_10k,pct_just_under_10k,num_rapid_sequence_txns,avg_days_between_txns,volume_to_income_ratio,num_unique_counterparties,num_unique_locations,is_suspicious,typology,risk_score
257,1,56547.18,2395,0,128,171330.65,1338.520703125,4947.81,1232.2483105144204,358,12,116,0.10256410256410256,57521.44,113809.21,0,12,0.0,0.09375,0.0,0,0,0.0,0.0,0,0.0,49,2,3.0298172284236204,128,117,0,normal,0.0013952393
258,1,73513.32,1527,0,126,199086.62999999998,1580.052619047619,6423.65,1589.3007363351612,357,12,114,0.10434782608695652,74192.09,124894.54000000001,0,12,0.0,0.09523809523809523,0.0,0,0,0.0,0.0,0,0.0,52,2,2.7081340070886863,126,114,0,normal,0.0013952393
259,1,144272.11,3901,0,142,274524.17000000004,1933.2688028169016,12550.55,3132.326051099248,358,12,130,0.0916030534351145,144548.62,129975.55,0,12,0.0,0.08450704225352113,0.0,0,0,0.0,0.0,0,0.0,60,2,1.902808984986877,141,131,0,normal,0.0013952393
260,0,55707.67,3857,0,136,192226.86,1413.432794117647,4857.04,1149.0206747562554,356,12,124,0.096,55791.149999999994,136435.71,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,63,2,3.4505734924204794,135,125,0,normal,0.0013952393
261,0,33907.54,3638,1,36,1122128.33,31170.23138888889,223910.4,52470.76503289804,354,10,26,0.37037037037037035,888116.0900000001,234012.24,0,16,0.0,0.4444444444444444,0.0,16,6,0.4444444444444444,1095986.75,0,0.0,8,10,33.09279402769922,36,20,1,trade_based,0.9874528
262,0,70887.14,936,0,136,203434.14,1495.8392647058824,6170.81,1492.5132966006788,357,12,124,0.096,70931.18000000001,132502.96000000002,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,58,2,2.8697909128381704,135,125,0,normal,0.0013952393
263,0,110685.12,2245,0,138,228343.08999999997,1654.6600724637678,9629.3,2434.929324102239,357,12,126,0.09448818897637795,111599.38000000002,116743.70999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,12,0.08695652173913043,63,2,2.062978537869066,138,125,0,normal,0.0013952393
264,0,78001.72,3104,0,161,235376.97999999998,1461.9688198757763,6784.06,1546.1009098524985,356,12,149,0.08,78283.48,157093.5,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,82,2,3.0175483624160795,161,148,0,normal,0.0013952393
265,0,62360.23,3932,0,131,181788.90000000002,1387.7015267175575,5447.68,1342.6616200296812,357,12,119,0.1,63019.89,118769.01000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,51,2,2.9150948433826596,131,120,0,normal,0.0013952393
266,0,278405.6,2344,0,122,386724.5,3169.872950819672,24141.65,6708.646486678784,359,12,110,0.10810810810810811,279886.09,106838.41,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,52,2,1.3890636931739406,122,110,0,normal,0.0013952393
267,1,69272.91,2524,0,136,192498.14,1415.4275,5914.72,1448.319860141782,353,12,124,0.096,68576.98,123921.16,0,12,0.0,0.08823529411764706,0.0,0,0,0.0,0.0,0,0.0,59,2,2.7787970969157074,136,124,0,normal,0.0013952393
268,0,42529.03,2704,0,121,149363.36000000002,1234.4079338842976,3720.09,948.0694961287713,358,12,109,0.10909090909090909,43076.88,106286.48000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,48,2,3.511950497095817,121,109,0,normal,0.0013952393
269,0,148570.06,3725,0,142,289309.77,2037.3927464788733,12808.26,3196.2959334162497,351,12,130,0.0916030534351145,148414.86000000002,140894.91000000003,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,61,2,1.9472821288345121,141,131,0,normal,0.0013952393
270,0,41732.71,3686,0,111,156304.1,1408.1450450450452,3569.99,871.6860937963576,357,12,99,0.12,41603.69,114700.41,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,48,3,3.7452721073683604,111,100,0,normal,0.0013952393
271,0,42783.42,3696,0,127,157886.5,1243.2007874015749,3724.69,936.1648348376885,352,12,115,0.10344827586206896,42875.29,115011.20999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,46,2,3.690280246874914,127,116,0,normal,0.0013952393
272,1,295630.32,2924,0,132,421306.18999999994,3191.71356060606,25696.42,6781.1823849131715,352,12,120,0.09917355371900827,293585.3,127720.89,0,12,0.0,0.09090909090909091,0.0,0,0,0.0,0.0,0,0.0,54,2,1.4251067512061981,130,118,0,normal,0.0013952393
273,0,32136.09,1943,0,132,138999.02000000002,1053.0228787878789,2805.77,721.4068206213312,354,12,120,0.09917355371900827,32235.920000000006,106763.09999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,65,2,4.325189990755231,131,121,0,normal,0.0013952393
274,0,62261.96,1135,0,113,168747.24,1493.338407079646,5419.93,1377.8251413683543,355,12,101,0.11764705882352941,62420.350000000006,106326.89,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,44,3,2.71023478485443,112,101,0,normal,0.0013952393
275,1,70566.46,1294,1,84,1217126.76,14489.604285714286,44340.0,12075.90071109201,321,50,34,1.4285714285714286,631206.41,585920.35,0,66,0.0,0.7857142857142857,0.0,0,0,0.0,0.0,6,0.07142857142857142,59,3,17.247705387157197,28,20,1,funnel_account,0.9874528
276,0,32469.65,2654,0,131,146925.15,1121.566030534351,2834.06,724.4922779677443,358,12,119,0.1,32938.79,113986.36000000002,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,58,2,4.524860142929075,130,120,0,normal,0.0013952393
277,0,33858.94,2749,1,145,113635.6,783.6937931034483,2955.19,412.7982351401444,356,128,17,7.111111111111111,93708.81,19926.789999999997,125,0,0.8620689655172413,0.0,85096.43999999999,0,0,0.0,0.0,0,0.0,69,2,3.356048474982531,20,19,1,cash_intensive,0.9874528
278,0,73166.45,1022,0,132,191884.00999999998,1453.6667424242423,6320.52,1565.6671560143723,349,12,120,0.09917355371900827,72944.21999999999,118939.79000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,58,2,2.6225324239125456,132,121,0,normal,0.0013952393
279,0,190959.68,1137,0,145,322670.67,2225.3149655172415,16310.37,4102.127646532637,357,12,133,0.08955223880597014,188431.80000000002,134238.87,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,76,2,1.689723088543673,143,133,0,normal,0.0013952393
280,0,37606.01,2995,1,60,10671069.59,177851.15983333334,489605.19,159498.17770632342,354,22,38,0.5641025641025641,5474460.91,5196608.680000001,0,40,0.0,0.6666666666666666,0.0,40,40,0.6666666666666666,10648708.96,0,0.0,18,6,283.7521406248463,60,20,1,shell_company,0.9874528
281,1,43913.86,2570,0,121,154715.25,1278.638429752066,3831.77,976.3477957700389,356,12,109,0.10909090909090909,44274.63999999999,110440.61000000002,0,12,0.0,0.09917355371900827,0.0,0,0,0.0,0.0,0,0.0,39,2,3.5230728277398584,120,110,0,normal,0.0013952393
282,0,172330.11,1514,0,131,295085.92000000004,2252.5642748091605,14987.43,3893.287882874049,355,12,119,0.1,172091.82,122994.09999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,61,2,1.7123194993637543,131,120,0,normal,0.0013952393
283,0,69882.41,1108,0,122,174298.6,1428.677049180328,6073.07,1559.7224582294343,356,12,110,0.10810810810810811,70160.26000000001,104138.34000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,47,2,2.4941341585935777,122,111,0,normal,0.0013952393
284,0,156736.77,3167,0,135,278350.0399999999,2061.8521481481475,13574.38,3447.8501561064486,356,12,123,0.0967741935483871,155158.72,123191.32,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,58,2,1.7758963905126375,135,124,0,normal,0.0013952393
285,0,76945.04,2908,0,140,211928.43,1513.7745,6725.84,1572.1899963501514,359,12,128,0.09302325581395349,76188.37,135740.06,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,63,2,2.7542473920685198,140,129,0,normal,0.0013952393
286,1,41048.48,2528,0,134,169901.88,1267.9244776119403,3590.52,892.4055821952168,359,12,122,0.0975609756097561,41760.22,128141.66,0,12,0.0,0.08955223880597014,0.0,0,0,0.0,0.0,0,0.0,51,2,4.138953282721243,133,123,0,normal,0.0013952393
287,0,90654.65,3900,0,137,220948.38,1612.7618978102191,7850.79,1933.0316736143698,353,12,125,0.09523809523809523,90988.0,129960.37999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,12,0.08759124087591241,57,2,2.4372268027420247,135,126,0,normal,0.0013952393
288,0,52124.33,2062,0,135,179507.71,1329.6867407407408,4499.85,1091.4772879661832,357,12,123,0.0967741935483871,52456.11,127051.59999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,61,2,3.4437711953094587,135,124,0,normal,0.0013952393
289,0,34218.08,1808,1,58,4310465.779999999,74318.37551724137,163299.1,59231.77539795443,285,25,33,0.7352941176470589,2610590.5900000003,1699875.19,0,38,0.0,0.6551724137931034,0.0,26,9,0.4482758620689655,2890446.44,0,0.0,17,5,125.96673493267497,58,20,1,layering,0.9874528
290,1,25923.6,956,0,144,162485.13999999998,1128.3690277777778,2246.54,613.2104123351551,358,12,132,0.09022556390977443,25951.9,136533.24,0,12,0.0,0.08333333333333333,0.0,0,0,0.0,0.0,0,0.0,61,2,6.267604514630891,144,133,0,normal,0.0013952393
291,0,193649.81,1737,0,119,300790.82,2527.653949579832,16907.58,4607.726393214715,359,12,107,0.1111111111111111,193637.31,107153.51000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,47,3,1.5532639393555856,119,108,0,normal,0.0013952393
292,0,133306.47,1640,1,36,181850.04000000004,5051.390000000001,11193.43,3973.4919925598374,58,18,18,0.9473684210526315,159950.22000000003,21899.82,16,0,0.4444444444444444,0.0,137898.9,0,0,0.0,0.0,16,0.4444444444444444,23,1,1.3641399090388562,20,24,1,structuring,0.9874528
293,1,37651.81,2034,0,137,166593.63,1216.0118978102191,3204.43,790.4202888528326,359,12,125,0.09523809523809523,37121.96,129471.67000000001,0,12,0.0,0.08759124087591241,0.0,0,0,0.0,0.0,0,0.0,61,2,4.424467390348822,137,125,0,normal,0.0013952393
294,0,37081.51,583,0,128,146918.59999999998,1147.8015624999998,3207.06,851.1620324156181,352,12,116,0.10256410256410256,36967.05,109951.54999999997,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,61,2,3.9619378515639845,127,117,0,normal,0.0013952393
295,0,70741.54,1163,0,139,203906.12,1466.9505035971222,6089.8,1460.8556482246097,354,12,127,0.09375,70571.98,133334.14,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,63,2,2.8823692222529758,139,128,0,normal,0.0013952393
296,0,31940.5,916,1,30,1167079.86,38902.662000000004,146687.3,55681.11830245308,122,8,22,0.34782608695652173,586689.88,580389.98,0,10,0.0,0.3333333333333333,0.0,10,10,0.3333333333333333,1141488.51,0,0.0,12,4,36.538041732542304,30,19,1,rapid_movement,0.9874528
297,0,90147.9,2082,0,129,217556.66999999998,1686.4858139534883,7887.22,1978.7444132156988,353,12,117,0.1016949152542373,90888.53,126668.13999999998,0,0,0.0,0.0,0.0,0,0,0.0,0.0,12,0.09302325581395349,55,2,2.4133036565060695,129,118,0,normal,0.0013952393
298,0,36264.76,3426,0,127,145175.52000000002,1143.1143307086616,3141.68,779.030747599669,348,12,115,0.10344827586206896,35750.270000000004,109425.24999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,57,2,4.0031015481269385,127,116,0,normal,0.0013952393
299,0,62833.3,3329,1,43,221533.74,5151.947441860465,9897.7,3864.323606079134,56,25,18,1.3157894736842106,206686.4,14847.339999999998,23,0,0.5348837209302325,0.0,196321.17999999996,0,0,0.0,0.0,23,0.5348837209302325,32,1,3.525681673862842,20,24,1,structuring,0.9874528
300,1,60101.66,2563,0,125,179704.66999999998,1437.63736,5227.79,1295.65908545528,355,12,113,0.10526315789473684,60847.21,118857.46,0,12,0.0,0.096,0.0,0,0,0.0,0.0,0,0.0,52,2,2.989962008337068,125,114,0,normal,0.0013952393
301,1,146575.15,3102,0,136,272259.43999999994,2001.9076470588232,12823.12,3303.4877797620784,354,12,124,0.096,149400.62,122858.82,0,12,0.0,0.08823529411764706,0.0,0,0,0.0,0.0,0,0.0,58,2,1.857460712401028,133,123,0,normal,0.0013952393
302,1,39117.57,2679,0,135,162723.45,1205.358888888889,3406.8,848.4976285111554,356,12,123,0.0967741935483871,39099.31,123624.13999999998,0,12,0.0,0.08888888888888889,0.0,0,0,0.0,0.0,0,0.0,62,2,4.159749448919017,134,123,0,normal,0.0013952393
303,0,86687.12,628,0,141,212605.47999999998,1507.8402836879432,7579.75,1844.036663478074,358,12,129,0.09230769230769231,87129.17,125476.31,0,0,0.0,0.0,0.0,0,0,0.0,0.0,9,0.06382978723404255,60,2,2.4525330575862068,138,129,0,normal,0.0013952393
304,0,26576.37,3931,0,132,151665.52000000002,1148.9812121212124,2318.9,646.7056084530475,358,12,120,0.09917355371900827,26762.24,124903.28,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,67,2,5.706566150074293,132,121,0,normal,0.0013952393
305,0,28806.77,1461,0,116,124774.61000000002,1075.6431896551726,2515.34,669.6776807099382,353,12,104,0.11428571428571428,28726.010000000002,96048.59999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,50,3,4.331283191999937,115,105,0,normal,0.0013952393
306,0,72653.17,2118,0,133,199300.20999999996,1498.4978195488718,6292.32,1567.5694032788365,358,12,121,0.09836065573770492,73654.26999999999,125645.93999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,51,2,2.7431351841195073,133,118,0,normal,0.0013952393
307,0,319445.97,2549,1,84,1263952.8399999996,15047.057619047615,46456.64,12020.383480071365,321,51,33,1.5,684674.74,579278.1000000001,0,64,0.0,0.7619047619047619,0.0,0,0,0.0,0.0,10,0.11904761904761904,56,3,3.956690651972688,28,19,1,funnel_account,0.9874528
308,0,123510.63,3593,0,135,256937.09999999998,1903.2377777777776,10616.1,2653.1708159811587,358,12,123,0.0967741935483871,122298.32,134638.78,0,0,0.0,0.0,0.0,0,0,0.0,0.0,5,0.037037037037037035,63,2,2.0802664494023757,135,123,0,normal,0.0013952393
309,0,216791.41,2293,0,124,331236.86,2671.265,18350.25,5036.810058392714,355,12,112,0.10619469026548672,214886.17000000004,116350.69,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,48,2,1.5278987857554607,124,113,0,normal,0.0013952393
310,1,91387.57,3569,0,130,217308.33000000002,1671.6025384615386,7930.73,1945.6269296171981,353,12,118,0.10084033613445378,90587.48,126720.84999999999,0,12,0.0,0.09230769230769231,0.0,0,0,0.0,0.0,12,0.09230769230769231,56,2,2.377850205994032,130,119,0,normal,0.0013952393
311,1,26646.55,1822,0,140,146783.68999999997,1048.4549285714284,2318.91,651.2070511550804,352,12,128,0.09302325581395349,26661.309999999998,120122.37999999999,0,12,0.0,0.08571428571428572,0.0,0,0,0.0,0.0,0,0.0,64,2,5.508337164204589,140,128,0,normal,0.0013952393
312,0,177656.38,3378,1,30,863047.8499999999,28768.26166666666,111466.86,41755.8738826847,122,8,22,0.34782608695652173,449460.58999999997,413587.26,0,10,0.0,0.3333333333333333,0.0,10,10,0.3333333333333333,797616.69,0,0.0,11,4,4.857934131416324,30,19,1,rapid_movement,0.9874528
313,0,278283.61,2675,0,146,416640.51,2853.7021232876714,24330.24,6186.798076999032,358,12,134,0.08888888888888889,280367.04000000004,136273.47000000003,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,64,2,1.4971740981292498,144,135,0,normal,0.0013952393
314,0,612505.05,2650,0,147,759508.6699999999,5166.725646258503,52862.62,13795.395519736945,356,12,135,0.08823529411764706,614841.64,144667.02999999997,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,67,2,1.2400019069199395,147,135,0,normal,0.0013952393
315,1,139289.47,2172,0,123,242685.99000000005,1973.056829268293,12148.48,3219.909906330065,358,12,111,0.10714285714285714,138937.36000000002,103748.63,0,12,0.0,0.0975609756097561,0.0,0,0,0.0,0.0,0,0.0,49,2,1.7423014654197093,122,110,0,normal,0.0013952393
316,0,184053.81,3676,0,146,312590.74,2141.0324657534247,15603.92,3930.0989115524308,358,12,134,0.08888888888888889,181412.81,131177.93,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,71,2,1.6983568101262878,145,134,0,normal,0.0013952393
317,0,298586.36,2977,0,147,444617.17,3024.6065986394556,25941.33,6584.6729653776,356,12,135,0.08823529411764706,299336.01999999996,145281.15,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,67,2,1.4890689612581056,147,134,0,normal,0.0013952393
318,0,54477.03,1215,1,138,129181.04000000001,936.0944927536233,4582.16,514.098270487612,357,120,18,6.315789473684211,113181.78,15999.26,118,0,0.855072463768116,0.0,104258.26,0,0,0.0,0.0,0,0.0,63,2,2.3712502085703173,20,20,1,cash_intensive,0.9874528
319,0,53760.17,3584,1,36,169988.21999999997,4721.8949999999995,9686.22,3784.319803395887,55,18,18,0.9473684210526315,148827.15,21161.07,16,0,0.4444444444444444,0.0,140031.66,0,0,0.0,0.0,16,0.4444444444444444,23,1,3.161914444942325,20,23,1,structuring,0.9874528
320,1,29161.88,3686,0,146,159092.84000000003,1089.67698630137,2544.31,666.1297037637431,356,12,134,0.08888888888888889,28754.57,130338.27,0,12,0.0,0.0821917808219178,0.0,0,0,0.0,0.0,0,0.0,67,2,5.455319913533918,144,135,0,normal,0.0013952393
321,0,257540.26,3341,0,127,381471.26999999996,3003.7107874015746,22388.04,6027.598018558037,358,12,115,0.10344827586206896,258238.74000000002,123232.53,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,52,2,1.4812044873897097,127,116,0,normal,0.0013952393
322,0,373292.55,987,0,127,494184.5399999999,3891.2168503937,32660.95,8968.267310753845,356,12,115,0.10344827586206896,377781.36000000004,116403.18,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,53,2,1.3238496620153226,127,114,0,normal,0.0013952393
323,0,179416.11,2652,0,150,311392.42,2075.9494666666665,15560.8,3841.8259936745626,357,12,138,0.08633093525179857,179239.27,132153.15,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,69,2,1.7355781731184947,150,139,0,normal,0.0013952393
324,0,24063.6,935,0,131,144257.09,1101.1991603053434,2098.01,594.1372577094625,359,12,119,0.1,23829.48,120427.61,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,60,2,5.994576681100039,131,118,0,normal,0.0013952393
325,0,80056.97,1133,0,138,213142.32,1544.5095652173914,6988.2,1699.2320050973776,353,12,126,0.09448818897637795,81102.29999999999,132040.02000000002,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,65,2,2.6623497947799577,137,126,0,normal,0.0013952393
326,1,213307.35,2922,0,139,338231.63,2433.3210791366905,18473.78,4759.8493452237635,357,12,127,0.09375,213209.89,125021.73999999999,0,12,0.0,0.08633093525179857,0.0,0,0,0.0,0.0,0,0.0,63,2,1.5856464596908653,137,127,0,normal,0.0013952393
327,0,122931.15,1413,1,28,1437054.2500000002,51323.36607142858,229750.05,84061.39843253036,321,6,22,0.2608695652173913,746963.74,690090.51,0,8,0.0,0.2857142857142857,0.0,8,8,0.2857142857142857,1400646.38,1,0.03571428571428571,11,11,11.689816292971368,28,20,1,round_tripping,0.9874528
328,0,131116.74,591,1,44,233281.25999999992,5301.846818181816,10640.02,3884.83639908368,57,26,18,1.368421052631579,218973.34000000003,14307.919999999998,24,0,0.5454545454545454,0.0,197799.18,0,0,0.0,0.0,24,0.5454545454545454,33,1,1.7791738936317842,20,24,1,structuring,0.9874528
329,0,56701.37,2127,0,126,169545.88999999998,1345.6023015873016,4944.03,1218.307754279624,357,12,114,0.10434782608695652,56438.97,113106.92,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,47,2,2.990102353746413,126,113,0,normal,0.0013952393
330,1,92463.92,2578,0,138,223461.49,1619.2861594202898,7988.28,1962.8395002954724,341,12,126,0.09448818897637795,92519.02,130942.46999999999,0,12,0.0,0.08695652173913043,0.0,0,0,0.0,0.0,12,0.08695652173913043,61,2,2.4167164152632155,138,126,0,normal,0.0013952393
331,0,99725.52,2188,0,146,236410.16999999998,1619.2477397260272,8698.87,2089.326068910745,358,12,134,0.08888888888888889,99803.51,136606.66000000003,0,0,0.0,0.0,0.0,0,0,0.0,0.0,12,0.0821917808219178,71,2,2.3705847752433353,145,135,0,normal,0.0013952393
332,0,77978.1,2695,0,120,189760.38,1581.3365000000001,6802.43,1720.6797940044537,358,12,108,0.11009174311926606,77289.01999999999,112471.36,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,47,3,2.4334774317733854,120,109,0,normal,0.0013952393
333,0,47028.71,2350,0,144,184400.22999999998,1280.5571527777777,4076.89,946.3093109354706,358,12,132,0.09022556390977443,47191.06999999999,137209.16,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,64,2,3.9209306202398437,144,133,0,normal,0.0013952393
334,0,26489.98,1097,0,148,151057.63,1020.6596621621622,2315.49,630.7799411121194,357,12,136,0.08759124087591241,27053.489999999998,124004.14000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,66,2,5.702228834116368,148,137,0,normal,0.0013952393
335,0,88414.61,1403,0,135,231947.37,1718.1286666666667,7703.92,1844.9314968558444,359,12,123,0.0967741935483871,87980.37,143966.99999999997,0,0,0.0,0.0,0.0,0,0,0.0,0.0,12,0.08888888888888889,61,2,2.6233757817199925,135,124,0,normal,0.0013952393
336,1,55408.05,3053,0,144,190284.15000000002,1321.4177083333334,4841.93,1143.9190301910241,356,12,132,0.09022556390977443,55785.65,134498.5,0,12,0.0,0.08333333333333333,0.0,0,0,0.0,0.0,0,0.0,57,2,3.4341709522180945,143,132,0,normal,0.0013952393
337,0,33743.23,4008,0,143,171214.8,1197.3062937062937,2925.0,730.5483369280087,357,12,131,0.09090909090909091,33435.74,137779.06,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,58,2,5.073898559842674,143,131,0,normal,0.0013952393
338,0,95480.46,3166,0,134,221667.24000000002,1654.2331343283583,8310.69,2068.4261968417145,354,12,122,0.0975609756097561,95972.94,125694.29999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,12,0.08955223880597014,54,2,2.3215736332477532,134,122,0,normal,0.0013952393
339,0,34342.65,556,0,116,138511.88999999998,1194.0680172413793,3002.19,764.6748999209259,357,12,104,0.11428571428571428,34401.0,104110.89,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,41,3,4.0331150008808025,116,104,0,normal,0.0013952393
340,1,36727.41,1299,0,125,155187.52,1241.5001599999998,3203.52,822.8140018009244,358,12,113,0.10526315789473684,37280.7,117906.82,0,12,0.0,0.096,0.0,0,0,0.0,0.0,0,0.0,47,2,4.225271935267548,123,112,0,normal,0.0013952393
341,1,247556.53,1973,0,141,368278.32,2611.9029787234044,21465.39,5557.984889654414,358,12,129,0.09230769230769231,248056.93000000002,120221.39,0,12,0.0,0.0851063829787234,0.0,0,0,0.0,0.0,0,0.0,55,2,1.487647416743898,139,129,0,normal,0.0013952393
342,1,60375.85,2036,0,127,179724.6,1415.1543307086615,5264.92,1283.1128617629756,352,12,115,0.10344827586206896,59900.45,119824.15000000001,0,12,0.0,0.09448818897637795,0.0,0,0,0.0,0.0,0,0.0,53,2,2.9767137570111726,127,113,0,normal,0.0013952393
343,1,81353.47,2404,0,147,207831.02999999997,1413.8165306122446,7026.48,1679.0262031074567,356,12,135,0.08823529411764706,80690.23,127140.8,0,12,0.0,0.08163265306122448,0.0,0,0,0.0,0.0,3,0.02040816326530612,72,2,2.5546356580037948,147,136,0,normal,0.0013952393
344,1,30346.07,2395,0,138,158752.94,1150.3836231884059,2634.32,707.9238363018263,359,12,126,0.09448818897637795,30305.190000000002,128447.75,0,12,0.0,0.08695652173913043,0.0,0,0,0.0,0.0,0,0.0,51,2,5.231244400200745,137,126,0,normal,0.0013952393
345,0,189676.71,1289,0,143,325402.45,2275.5416083916084,16181.45,4113.747466029006,353,12,131,0.09090909090909091,188495.7,136906.75,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,66,2,1.7155545055873989,141,131,0,normal,0.0013952393
346,0,55476.35,3596,1,30,868622.48,28954.082666666665,130278.8,44261.36448260919,122,8,22,0.34782608695652173,437745.39,430877.08999999997,0,10,0.0,0.3333333333333333,0.0,10,10,0.3333333333333333,837344.3099999999,0,0.0,16,4,15.65724534427113,30,19,1,rapid_movement,0.9874528
347,1,48022.19,764,0,115,149825.90000000002,1302.8339130434786,4169.24,1056.9953211772956,358,12,103,0.11538461538461539,47819.70999999999,102006.18999999999,0,12,0.0,0.10434782608695652,0.0,0,0,0.0,0.0,0,0.0,47,3,3.119865631583408,115,104,0,normal,0.0013952393
348,0,32016.8,2886,0,116,139256.07000000004,1200.4833620689658,2772.29,735.506225949405,351,12,104,0.11428571428571428,31511.899999999998,107744.17,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,43,3,4.349332871090457,114,104,0,normal,0.0013952393
349,0,41671.39,2768,0,126,158657.67,1259.1878571428572,3612.59,891.6961893045027,355,12,114,0.10434782608695652,41765.689999999995,116891.98,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,52,2,3.807261114613297,126,115,0,normal,0.0013952393
350,0,39223.9,2081,0,145,175433.19,1209.8840689655171,3428.81,802.486880035099,358,12,133,0.08955223880597014,38798.3,136634.88999999998,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,71,2,4.472495532174715,144,134,0,normal,0.0013952393
351,1,59207.91,570,0,137,191466.21000000002,1397.5635766423359,5137.08,1225.8977766667083,352,12,125,0.09523809523809523,58811.97,132654.24000000002,0,12,0.0,0.08759124087591241,0.0,0,0,0.0,0.0,0,0.0,55,2,3.23373982057768,137,126,0,normal,0.0013952393
352,0,84719.05,591,0,144,221339.77,1537.081736111111,7357.55,1744.4359905837239,358,12,132,0.09022556390977443,83879.44999999998,137460.32,0,0,0.0,0.0,0.0,0,0,0.0,0.0,5,0.034722222222222224,69,2,2.612601975565406,143,133,0,normal,0.0013952393
353,0,103636.94,1474,0,148,247778.71,1674.180472972973,9004.4,2106.182071355925,358,12,136,0.08759124087591241,102136.23999999999,145642.47,0,0,0.0,0.0,0.0,0,0,0.0,0.0,12,0.08108108108108109,74,2,2.390810836263245,148,137,0,normal,0.0013952393
354,0,36976.25,2297,0,117,140758.53,1203.064358974359,3188.4,821.3854877933745,353,12,105,0.11320754716981132,36824.89,103933.64,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,49,3,3.806625154655903,117,105,0,normal,0.0013952393
355,1,159665.48,1711,0,120,269086.74,2242.3894999999998,13829.73,3645.15522110965,357,12,108,0.11009174311926606,156261.95,112824.79000000001,0,12,0.0,0.1,0.0,0,0,0.0,0.0,0,0.0,50,3,1.6853051435717752,120,109,0,normal,0.0013952393
